CMDLINE c:\Users\CHL_Z790\anaconda3\python.exe .\pair_dist.py
MEM 1.652344 1719157635.9281
MEM 26.367188 1719157636.0285
MEM 37.218750 1719157636.1287
MEM 48.582031 1719157636.2288
MEM 66.332031 1719157636.3293
MEM 87.808594 1719157636.4295
MEM 99.464844 1719157636.5297
MEM 110.375000 1719157636.6299
MEM 124.261719 1719157636.7302
MEM 135.484375 1719157636.8306
MEM 153.929688 1719157636.9307
MEM 191.097656 1719157637.0314
MEM 251.558594 1719157637.1318
MEM 438.792969 1719157637.2324
MEM 944.136719 1719157637.3328
MEM 702.378906 1719157637.4334
MEM 723.250000 1719157637.5336
MEM 742.695312 1719157637.6338
MEM 754.917969 1719157637.7340
MEM 765.605469 1719157637.8342
MEM 779.660156 1719157637.9347
MEM 800.234375 1719157638.0351
MEM 809.648438 1719157638.1354
MEM 786.769531 1719157638.2359
MEM 806.125000 1719157638.3363
MEM 821.812500 1719157638.4365
MEM 834.218750 1719157638.5366
MEM 811.289062 1719157638.6369
MEM 826.757812 1719157638.7374
MEM 848.320312 1719157638.8378
MEM 857.085938 1719157638.9381
MEM 834.187500 1719157639.0386
MEM 858.003906 1719157639.1393
MEM 868.000000 1719157639.2398
MEM 879.976562 1719157639.3400
MEM 857.078125 1719157639.4404
MEM 868.335938 1719157639.5405
MEM 886.984375 1719157639.6411
MEM 902.867188 1719157639.7416
MEM 919.257812 1719157639.8421
MEM 882.531250 1719157639.9426
MEM 902.886719 1719157640.0430
MEM 904.128906 1719157640.1431
MEM 968.128906 1719157640.2436
MEM 1096.414062 1719157640.3441
MEM 1095.035156 1719157640.4443
MEM 1087.945312 1719157640.5449
MEM 1061.093750 1719157640.6452
MEM 1080.339844 1719157640.7455
MEM 1095.863281 1719157640.8460
MEM 1211.964844 1719157640.9466
MEM 1498.039062 1719157641.0468
MEM 2489.289062 1719157641.1470
MEM 3491.464844 1719157641.2474
MEM 4480.101562 1719157641.3480
MEM 5482.601562 1719157641.4483
MEM 6479.441406 1719157641.5488
MEM 7467.539062 1719157641.6494
MEM 8432.476562 1719157641.7496
MEM 8204.351562 1719157641.8502
MEM 8206.542969 1719157641.9506
MEM 8225.167969 1719157642.0510
MEM 8244.417969 1719157642.1511
MEM 8263.105469 1719157642.2515
MEM 8282.167969 1719157642.3519
MEM 8301.730469 1719157642.4522
MEM 8320.292969 1719157642.5524
MEM 8340.042969 1719157642.6528
MEM 8359.042969 1719157642.7531
MEM 8379.355469 1719157642.8534
MEM 8397.917969 1719157642.9536
MEM 8416.542969 1719157643.0542
MEM 8435.917969 1719157643.1547
MEM 8454.417969 1719157643.2553
MEM 8473.917969 1719157643.3556
MEM 8493.417969 1719157643.4559
MEM 8511.792969 1719157643.5564
MEM 8530.355469 1719157643.6570
MEM 8549.105469 1719157643.7574
MEM 8568.480469 1719157643.8579
MEM 8589.230469 1719157643.9660
MEM 8607.042969 1719157644.0662
MEM 8625.230469 1719157644.1665
MEM 8643.855469 1719157644.2671
MEM 8662.480469 1719157644.3677
MEM 8681.230469 1719157644.4682
MEM 8700.355469 1719157644.5684
MEM 8719.292969 1719157644.6686
MEM 8738.542969 1719157644.7688
MEM 8757.355469 1719157644.8696
MEM 8776.167969 1719157644.9701
MEM 8795.292969 1719157645.0706
MEM 8815.105469 1719157645.1710
MEM 8833.792969 1719157645.2715
MEM 8852.605469 1719157645.3720
MEM 8871.105469 1719157645.4725
MEM 8891.355469 1719157645.5730
MEM 8911.542969 1719157645.6732
MEM 8929.917969 1719157645.7734
MEM 8948.792969 1719157645.8736
MEM 8966.617188 1719157645.9742
MEM 8985.355469 1719157646.0744
MEM 9004.855469 1719157646.1746
MEM 9023.917969 1719157646.2748
MEM 9042.855469 1719157646.3750
MEM 9062.417969 1719157646.4752
MEM 9080.917969 1719157646.5757
MEM 9100.355469 1719157646.6760
MEM 9119.105469 1719157646.7765
MEM 9137.667969 1719157646.8767
MEM 9156.292969 1719157646.9772
MEM 9175.355469 1719157647.0775
MEM 9194.292969 1719157647.1780
MEM 9212.105469 1719157647.2782
MEM 9230.917969 1719157647.3784
MEM 9250.855469 1719157647.4785
MEM 9268.855469 1719157647.5787
MEM 9288.292969 1719157647.6792
MEM 9306.792969 1719157647.7794
MEM 9325.792969 1719157647.8796
MEM 9345.167969 1719157647.9800
MEM 9364.730469 1719157648.0805
MEM 9379.292969 1719157648.1809
MEM 9397.605469 1719157648.2815
MEM 9416.542969 1719157648.3818
MEM 9436.417969 1719157648.4820
MEM 9455.480469 1719157648.5822
MEM 9474.292969 1719157648.6827
MEM 9492.355469 1719157648.7829
MEM 9511.667969 1719157648.8832
MEM 9529.667969 1719157648.9835
MEM 9548.105469 1719157649.0840
MEM 9566.230469 1719157649.1844
MEM 9585.480469 1719157649.2849
MEM 9604.167969 1719157649.3856
MEM 9622.730469 1719157649.4858
MEM 9642.855469 1719157649.5862
MEM 9662.292969 1719157649.6865
MEM 9681.542969 1719157649.7869
MEM 9699.855469 1719157649.8872
MEM 9718.480469 1719157649.9875
MEM 9738.105469 1719157650.0876
MEM 9756.855469 1719157650.1879
MEM 9775.730469 1719157650.2883
MEM 9794.855469 1719157650.3886
MEM 9812.792969 1719157650.4889
MEM 9831.417969 1719157650.5894
MEM 9850.042969 1719157650.6897
MEM 9869.230469 1719157650.7902
MEM 9888.617188 1719157650.8906
MEM 9906.980469 1719157650.9909
MEM 9926.167969 1719157651.0912
MEM 9944.605469 1719157651.1916
MEM 9963.480469 1719157651.2917
MEM 9982.042969 1719157651.3923
MEM 10002.292969 1719157651.4929
MEM 10021.480469 1719157651.5930
MEM 10039.730469 1719157651.6932
MEM 10058.417969 1719157651.7934
MEM 10078.042969 1719157651.8939
MEM 10097.417969 1719157651.9942
MEM 10117.042969 1719157652.0946
MEM 10136.230469 1719157652.1950
MEM 10154.980469 1719157652.2954
MEM 10173.792969 1719157652.3959
MEM 10192.917969 1719157652.4963
