CMDLINE c:\Users\CHL_Z790\anaconda3\python.exe .\pair_dist.py
MEM 2.250000 1718823662.8277
MEM 27.445312 1718823662.9287
MEM 40.074219 1718823663.0289
MEM 51.472656 1718823663.1290
MEM 68.296875 1718823663.2295
MEM 88.082031 1718823663.3297
MEM 99.945312 1718823663.4302
MEM 108.937500 1718823663.5303
MEM 119.191406 1718823663.6308
MEM 130.328125 1718823663.7314
MEM 138.867188 1718823663.8319
MEM 223.378906 1718823663.9324
MEM 393.738281 1718823664.0329
MEM 523.832031 1718823664.1334
MEM 474.976562 1718823664.2340
MEM 262.656250 1718823664.3345
MEM 262.664062 1718823664.4350
MEM 262.667969 1718823664.5355
MEM 261.546875 1718823664.6360
MEM 262.671875 1718823664.7365
MEM 262.671875 1718823664.8370
MEM 261.613281 1718823664.9375
MEM 262.671875 1718823665.0380
MEM 262.671875 1718823665.1386
MEM 262.292969 1718823665.2391
MEM 262.671875 1718823665.3396
MEM 262.441406 1718823665.4401
MEM 262.671875 1718823665.5406
MEM 262.671875 1718823665.6411
MEM 261.335938 1718823665.7416
MEM 262.671875 1718823665.8421
MEM 261.832031 1718823665.9426
MEM 262.671875 1718823666.0431
MEM 261.335938 1718823666.1436
MEM 262.671875 1718823666.2441
MEM 261.625000 1718823666.3446
MEM 262.671875 1718823666.4451
MEM 262.671875 1718823666.5457
MEM 271.003906 1718823666.6462
MEM 288.472656 1718823666.7467
MEM 302.285156 1718823666.8473
MEM 300.183594 1718823666.9478
MEM 327.453125 1718823667.0483
MEM 314.593750 1718823667.1488
MEM 330.183594 1718823667.2493
MEM 329.832031 1718823667.3498
MEM 328.554688 1718823667.4503
MEM 347.464844 1718823667.5508
MEM 347.480469 1718823667.6513
MEM 373.367188 1718823667.7518
MEM 420.753906 1718823667.8523
MEM 420.753906 1718823667.9530
MEM 618.078125 1718823668.0532
MEM 1491.492188 1718823668.1538
MEM 2151.695312 1718823668.2543
MEM 2151.953125 1718823668.3548
MEM 2157.578125 1718823668.4553
MEM 2190.140625 1718823668.5558
MEM 2221.828125 1718823668.6563
MEM 2255.328125 1718823668.7568
MEM 2288.765625 1718823668.8573
MEM 2321.265625 1718823668.9578
MEM 2354.578125 1718823669.0583
MEM 2388.890625 1718823669.1588
MEM 2422.328125 1718823669.2593
MEM 2455.890625 1718823669.3599
MEM 2487.515625 1718823669.4601
MEM 2518.515625 1718823669.5606
MEM 2550.203125 1718823669.6611
MEM 2582.578125 1718823669.7616
MEM 2614.515625 1718823669.8621
MEM 2646.515625 1718823669.9626
MEM 2679.390625 1718823670.0631
MEM 2711.203125 1718823670.1637
MEM 2744.015625 1718823670.2642
MEM 2777.093750 1718823670.3647
MEM 2811.328125 1718823670.4652
MEM 2844.390625 1718823670.5657
MEM 2876.453125 1718823670.6662
MEM 2907.328125 1718823670.7667
MEM 2940.953125 1718823670.8672
MEM 2972.765625 1718823670.9677
MEM 3003.765625 1718823671.0682
MEM 3036.015625 1718823671.1687
MEM 3067.640625 1718823671.2692
MEM 3100.140625 1718823671.3697
MEM 3133.015625 1718823671.4702
MEM 3165.640625 1718823671.5708
MEM 3198.640625 1718823671.6713
MEM 3230.453125 1718823671.7718
MEM 3262.140625 1718823671.8723
MEM 3293.453125 1718823671.9728
MEM 3325.640625 1718823672.0733
MEM 3357.640625 1718823672.1738
MEM 3389.390625 1718823672.2743
MEM 3421.765625 1718823672.3748
MEM 3453.890625 1718823672.4753
MEM 3486.515625 1718823672.5757
MEM 3518.828125 1718823672.6762
MEM 3550.703125 1718823672.7767
MEM 3582.953125 1718823672.8772
MEM 3615.015625 1718823672.9777
MEM 3647.703125 1718823673.0783
MEM 3679.703125 1718823673.1788
MEM 3712.890625 1718823673.2793
MEM 3744.453125 1718823673.3798
MEM 3778.140625 1718823673.4823
MEM 3810.578125 1718823673.5828
MEM 3843.390625 1718823673.6830
MEM 3875.703125 1718823673.7835
MEM 3909.578125 1718823673.8860
MEM 3941.703125 1718823673.9865
MEM 3975.578125 1718823674.0870
MEM 4008.828125 1718823674.1876
MEM 4042.703125 1718823674.2881
MEM 4075.328125 1718823674.3886
MEM 4108.015625 1718823674.4891
MEM 4141.082031 1718823674.5896
MEM 4174.515625 1718823674.6901
MEM 4207.515625 1718823674.7906
MEM 4240.765625 1718823674.8911
MEM 4274.078125 1718823674.9916
MEM 4307.578125 1718823675.0921
MEM 4340.765625 1718823675.1926
MEM 4372.765625 1718823675.2931
MEM 4404.640625 1718823675.3936
MEM 4438.515625 1718823675.4941
MEM 4472.515625 1718823675.5951
MEM 4505.765625 1718823675.6953
MEM 4538.578125 1718823675.7954
MEM 4570.015625 1718823675.8955
MEM 4602.203125 1718823675.9957
MEM 4635.328125 1718823676.0962
MEM 4668.265625 1718823676.1967
MEM 4701.765625 1718823676.2972
MEM 4734.765625 1718823676.3978
MEM 4767.828125 1718823676.4983
MEM 4800.328125 1718823676.5988
MEM 4833.203125 1718823676.6992
MEM 4866.078125 1718823676.7997
MEM 4898.324219 1718823676.9002
MEM 4931.511719 1718823677.0007
MEM 4964.574219 1718823677.1008
MEM 4997.511719 1718823677.2013
MEM 5030.136719 1718823677.3019
MEM 5062.511719 1718823677.4024
MEM 5095.886719 1718823677.5029
MEM 5128.949219 1718823677.6034
MEM 5163.011719 1718823677.7089
MEM 5194.449219 1718823677.8094
MEM 5226.449219 1718823677.9099
MEM 5258.824219 1718823678.0105
MEM 5292.324219 1718823678.1110
MEM 5324.511719 1718823678.2115
MEM 5356.761719 1718823678.3120
MEM 5389.636719 1718823678.4125
MEM 5422.199219 1718823678.5130
MEM 5454.199219 1718823678.6135
MEM 5485.949219 1718823678.7140
MEM 5519.386719 1718823678.8145
MEM 5552.324219 1718823678.9150
MEM 5584.261719 1718823679.0155
MEM 5616.511719 1718823679.1160
MEM 5648.949219 1718823679.2165
MEM 5681.449219 1718823679.3170
MEM 5714.886719 1718823679.4176
MEM 5747.761719 1718823679.5181
MEM 5781.261719 1718823679.6186
MEM 5815.511719 1718823679.7191
MEM 5848.449219 1718823679.8196
MEM 5881.949219 1718823679.9201
MEM 5915.199219 1718823680.0206
MEM 5947.574219 1718823680.1211
MEM 5980.949219 1718823680.2216
MEM 6014.136719 1718823680.3221
MEM 6046.761719 1718823680.4226
MEM 6080.261719 1718823680.5231
MEM 6113.386719 1718823680.6236
MEM 6145.699219 1718823680.7241
MEM 6177.824219 1718823680.8247
MEM 6209.886719 1718823680.9252
